Id,Url,ImageUrl,ContentCreatedOn,Name,Symbol,CoinName,FullName,Algorithm,ProofType,FullyPremined,TotalCoinSupply,BuiltOn,SmartContractAddress,DecimalPlaces,PreMinedValue,TotalCoinsFreeFloat,SortOrder,Sponsored,Taxonomy,Rating,IsTrading,TotalCoinsMined,BlockNumber,NetHashesPerSecond,BlockReward,BlockTime
4321,/coins/42/overview,/media/35650717/42.jpg,1427211129,42,42,42 Coin,42 Coin (42),Scrypt,PoW/PoS,0,42,N/A,N/A,0,N/A,N/A,34,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,41.9999522,202213.0,0,0.0,0.0
749869,/coins/300/overview,/media/27010595/300.png,1517935016,300,300,300 token,300 token (300),N/A,N/A,0,300,7605,0xaec98a708810414878c3bcdf46aad31ded4a4557,18,N/A,N/A,2212,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,300.0,0.0,0,0.0,0.0
33639,/coins/365/overview,/media/352070/365.png,1480032918,365,365,365Coin,365Coin (365),X11,PoW/PoS,0,2300000000,N/A,N/A,0,N/A,N/A,916,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
21227,/coins/404/overview,/media/35650851/404-300x300.jpg,1466100361,404,404,404Coin,404Coin (404),Scrypt,PoW/PoS,0,532000000,N/A,N/A,0,N/A,N/A,602,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,1815367.61611786,61906.0,0,38.6282892175368,60.0
926547,/coins/433/overview,/media/34836095/433.png,1541597321,433,433,433 Token,433 Token (433),N/A,N/A,0,1000000000,7605,0x738505a5f31bf72e0b70298bca81150eb1b7c751,18,N/A,N/A,3505,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",False,112517690.374,10821438.0,231060807658772,2.0,0.0
20909,/coins/611/overview,/media/35650940/611-sixeleven.png,1465914773,611,611,SixEleven,SixEleven (611),SHA-256,PoW,0,611000,N/A,N/A,0,N/A,N/A,586,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
28223,/coins/808/overview,/media/351513/808.png,1473980395,808,808,808,808 (808),SHA-256,PoW/PoS,0,0,N/A,N/A,0,N/A,N/A,750,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,0.0,0,0.0,0.0
29462,/coins/888/overview,/media/351639/888.png,1475534352,888,888,Octocoin,Octocoin (888),N/A,PoW,0,135776563,N/A,N/A,0,N/A,N/A,811,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,50786536.0,0.0,0,0.0,88.0
20824,/coins/1337/overview,/media/35520987/elite.png,1465838687,1337,1337,EliteCoin,EliteCoin (1337),X13,PoW/PoS,0,314159265359,N/A,N/A,0,N/A,N/A,577,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,29496161711.2092,2805961.0,0,119.525234699249,60.0
3744,/coins/2015/overview,/media/20180/2015.png,1425316878,2015,2015,2015 coin,2015 coin (2015),X11,PoW/PoS,0,0,N/A,N/A,0,N/A,N/A,33,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4400,/coins/btcd/overview,/media/19630/btcd_1.png,1427711372,BTCD,BTCD,BitcoinDark,BitcoinDark (BTCD),SHA-256,PoW/PoS,0,22000000,N/A,N/A,0,N/A,N/A,13,False,"{'Access': 'Permissionless', 'FCA': 'Exchange', 'FINMA': 'Payment', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,1288862.0,0.0,0,0.0,0.0
4425,/coins/craig/overview,/media/20022/craig.png,1427711632,CRAIG,CRAIG,CraigsCoin,CraigsCoin (CRAIG),X11,PoS,0,30000000,N/A,N/A,0,N/A,N/A,15,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
5023,/coins/xbs/overview,/media/351060/xbs_1.png,1428671859,XBS,XBS,Bitstake,Bitstake (XBS),X11,PoW/PoS,0,1300000,N/A,N/A,0,N/A,N/A,16,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,-1.0,0,0.0,0.0
5030,/coins/xpy/overview,/media/20076/xpy_1.png,1428671950,XPY,XPY,PayCoin,PayCoin (XPY),SHA-256,PoS,0,12500000,N/A,N/A,0,N/A,N/A,17,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,11995334.8847328,0.0,0,0.0,0.0
3638,/coins/prc/overview,/media/20393/prc.png,1424886122,PRC,PRC,ProsperCoin,ProsperCoin (PRC),Scrypt,PoW,0,21000000,N/A,N/A,0,N/A,N/A,18,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,6274890.0,639965.0,162,2.5,120.0
3639,/coins/ybc/overview,/media/19975/ybc.png,1424886292,YBC,YBC,YbCoin,YbCoin (YBC),Multiple,PoS,0,200000000,N/A,N/A,0,N/A,N/A,19,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
3640,/coins/dank/overview,/media/20247/dank.png,1424886507,DANK,DANK,DarkKush,DarkKush (DANK),X13,PoW/PoS,0,3000000,N/A,N/A,0,N/A,N/A,20,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
3641,/coins/give/overview,/media/20297/give.png,1424889416,GIVE,GIVE,GiveCoin,GiveCoin (GIVE),X11,PoW,0,500000000,N/A,N/A,0,N/A,N/A,21,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
3642,/coins/kobo/overview,/media/35521133/kobo.png,1424944750,KOBO,KOBO,KoboCoin,KoboCoin (KOBO),X15,PoW/PoS,0,350000000,N/A,N/A,0,N/A,N/A,22,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,25621712.2069039,2630909.0,0,0.628207344251374,60.0
3643,/coins/dt/overview,/media/20031/dt.png,1424944815,DT,DT,DarkToken,DarkToken (DT),NIST5,PoW/PoS,0,0,N/A,N/A,0,N/A,N/A,23,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
3644,/coins/ceti/overview,/media/20228/ceti.png,1424944878,CETI,CETI,CETUS Coin,CETUS Coin (CETI),Scrypt,PoW/PoS,0,0,N/A,N/A,0,N/A,N/A,24,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
3645,/coins/sup/overview,/media/20442/sup.png,1424944957,SUP,SUP,Supcoin,Supcoin (SUP),N/A,PoW,0,0,N/A,N/A,0,N/A,N/A,25,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
3646,/coins/xpd/overview,/media/20162/xpd.png,1424945008,XPD,XPD,PetroDollar,PetroDollar (XPD),SHA-256D,N/A,0,122107462,N/A,N/A,0,N/A,N/A,26,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,63993275.0,0.0,0,0.0,3000.0
3647,/coins/geo/overview,/media/35309716/geo.png,1424945068,GEO,GEO,GeoCoin,GeoCoin (GEO),N/A,N/A,0,4000000,7605,N/A,0,N/A,N/A,27,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,3708507.0,1875507.0,73315341108,0.0,0.0
3648,/coins/chash/overview,/media/20231/chash.png,1424945076,CHASH,CHASH,CleverHash,CleverHash (CHASH),N/A,N/A,0,0,N/A,N/A,0,N/A,N/A,28,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
3650,/coins/nxti/overview,/media/20376/nxti.png,1424952888,NXTI,NXTI,NXTI,NXTI (NXTI),N/A,N/A,0,N/A,1183,N/A,0,N/A,N/A,30,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
3653,/coins/wolf/overview,/media/20559/wolf.png,1424961410,WOLF,WOLF,Insanity Coin,Insanity Coin (WOLF),X11,PoW,0,50000000,N/A,N/A,0,N/A,N/A,31,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4323,/coins/acoin/overview,/media/20079/acoin.png,1427211494,ACOIN,ACOIN,ACoin,ACoin (ACOIN),SHA-256,PoW,0,1600000,N/A,N/A,0,N/A,N/A,36,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,0.0,0,0.0,0.0
4324,/coins/aero/overview,/media/19594/aero.png,1427211799,AERO,AERO,Aero Coin,Aero Coin (AERO),X13,PoS,0,7000000,N/A,N/A,0,N/A,N/A,37,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,0.0,0,0.0,0.0
4325,/coins/alf/overview,/media/19600/alf.png,1427212786,ALF,ALF,AlphaCoin,AlphaCoin (ALF),Scrypt,PoW,0,210182000,N/A,N/A,0,N/A,N/A,38,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4327,/coins/amc/overview,/media/19601/amc.png,1427213123,AMC,AMC,AmericanCoin,AmericanCoin (AMC),Scrypt,PoW,0,168000000,N/A,N/A,0,N/A,N/A,40,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4328,/coins/alien/overview,/media/20080/aln.png,1427213538,ALIEN,ALIEN,AlienCoin,AlienCoin (ALIEN),Scrypt,PoW,0,200000000,N/A,N/A,0,N/A,N/A,41,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",False,,,,,
4330,/coins/apex/overview,/media/19599/apex.png,1427213810,APEX,APEX,ApexCoin,ApexCoin (APEX),X13,PoW/PoS,0,6000000,N/A,N/A,0,N/A,N/A,43,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,-1.0,0,0.0,0.0
4331,/coins/arch/overview,/media/20085/arch.png,1427213903,ARCH,ARCH,ArchCoin,ArchCoin (ARCH),Scrypt,PoS,0,16403135,N/A,N/A,0,N/A,N/A,44,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,-1.0,0,0.0,0.0
4371,/coins/arg/overview,/media/19602/arg.png,1427389495,ARG,ARG,Argentum,Argentum (ARG),Scrypt,PoW,0,64000000,N/A,N/A,0,N/A,N/A,45,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,13854967.4449549,4550593.0,218387955869.3,3.00000003911555,45.0
4332,/coins/ari/overview,/media/20082/ari.png,1427214031,ARI,ARI,AriCoin,AriCoin (ARI),Scrypt,PoW,0,322649400,N/A,N/A,0,N/A,N/A,46,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4334,/coins/axr/overview,/media/20086/axr.png,1427214407,AXR,AXR,AXRON,AXRON (AXR),N/A,N/A,0,0,N/A,N/A,0,N/A,N/A,48,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4337,/coins/bet/overview,/media/19621/bet.png,1427216740,BET,BET,BetaCoin,BetaCoin (BET),SHA-256,PoW,0,32000000,N/A,N/A,0,N/A,N/A,51,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,0.0,0,0.0,0.0
4338,/coins/bean/overview,/media/350879/bitb.png,1427216886,BEAN,BEAN,BeanCash,BeanCash (BEAN),SHA-256,PoW/PoS,0,50000000000,N/A,N/A,0,N/A,N/A,52,False,"{'Access': 'Permissionless', 'FCA': 'Exchange', 'FINMA': 'Payment', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4340,/coins/blu/overview,/media/19624/blu.png,1427217771,BLU,BLU,BlueCoin,BlueCoin (BLU),Scrypt,PoW/PoS,0,0,N/A,N/A,0,N/A,N/A,53,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,647272555.0,924073.0,0,0.0,0.0
4342,/coins/bost/overview,/media/19626/bost.png,1427218233,BOST,BOST,BoostCoin,BoostCoin (BOST),X13,PoW/PoS,0,N/A,N/A,N/A,0,N/A,N/A,56,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,0.0,0,0.0,60.0
4343,/coins/bqc/overview,/media/19631/bqc.png,1427218365,BQC,BQC,BQCoin,BQCoin (BQC),Scrypt,PoW,0,88000000,N/A,N/A,0,N/A,N/A,57,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4345,/coins/xmy/overview,/media/19815/myr.png,1427224743,XMY,XMY,MyriadCoin,MyriadCoin (XMY),Multiple,PoW,0,2000000000,N/A,N/A,0,N/A,N/A,58,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,1753827000.0,3144591.0,384055493091460,0.0,0.0
4346,/coins/moon/overview,/media/19802/moon.png,1427224814,MOON,MOON,MoonCoin,MoonCoin (MOON),Scrypt,PoW,0,384000000000,N/A,N/A,0,N/A,N/A,59,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,88.0,0.0,0,0.0,0.0
4347,/coins/zet/overview,/media/19993/zet.png,1427224896,ZET,ZET,ZetaCoin,ZetaCoin (ZET),SHA-256,PoW,0,169795588,N/A,N/A,0,N/A,N/A,60,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,172622468.754849,13351523.0,19078684485678,0.0,0.0
4348,/coins/sxc/overview,/media/19924/sxc.png,1427224962,SXC,SXC,SexCoin,SexCoin (SXC),Scrypt,PoW,0,250000000,N/A,N/A,0,N/A,N/A,61,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,128940951.183046,3095999.0,8788658615744,0.0,27.0
4349,/coins/qtl/overview,/media/19879/qtl.png,1427225022,QTL,QTL,Quatloo,Quatloo (QTL),Scrypt,PoW,0,100000000,N/A,N/A,0,N/A,N/A,62,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,7357794.7925,525344.0,0,4.25250000040978,55.0
4350,/coins/enrg/overview,/media/35650887/ezgifcom-resizejpg300.jpg,1427225121,ENRG,ENRG,EnergyCoin,EnergyCoin (ENRG),Scrypt,PoW/PoS,0,0,N/A,N/A,0,N/A,N/A,63,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,124251525.140678,2999187.0,0,4.99998637654078,150.0
4351,/coins/qrk/overview,/media/19882/qrk.png,1427225172,QRK,QRK,QuarkCoin,QuarkCoin (QRK),Quark,PoW,0,247000000,N/A,N/A,0,N/A,N/A,64,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': 'E-', 'TechnologyAdoptionRating': 'E-', 'MarketPerformanceRating': 'E-'}}",True,266830862.78983,8393628.0,0,3.78732000020417,30.0
4352,/coins/ric/overview,/media/19888/ric.jpg,1427225325,RIC,RIC,Riecoin,Riecoin (RIC),Groestl,PoW,0,84000000,N/A,N/A,0,N/A,N/A,65,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,55657560.1411745,1388034.0,1640053935,24.9999999993193,150.0
4353,/coins/dgc/overview,/media/19676/dgc.png,1427225687,DGC,DGC,Digitalcoin ,Digitalcoin  (DGC),Scrypt,PoW,0,48166000,N/A,N/A,0,N/A,N/A,66,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,36354858.3440364,4722929.0,5482593593,5.00000000000037,40.0
4354,/coins/limx/overview,/media/19769/limx.png,1427225826,LIMX,LIMX,LimeCoinX,LimeCoinX (LIMX),X11,PoW,0,21000000 ,N/A,N/A,0,N/A,N/A,67,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,0.0,0,0.0,0.0
4399,/coins/btb/overview,/media/35650888/ezgifcom-resize.jpg,1427711362,BTB,BTB,BitBar,BitBar (BTB),Scrypt,PoW/PoS,0,500000,N/A,N/A,0,N/A,N/A,69,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,47571.856103,410422.0,16659707860,0.0718749999996362,600.0
4406,/coins/caix/overview,/media/20226/caix.png,1427711432,CAIx,CAIX,CAIx,CAIx (CAIx),Scrypt,PoS,0,0,N/A,N/A,0,N/A,N/A,70,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4403,/coins/btmk/overview,/media/20084/btm.png,1427711403,BTMK,BTMK,BitMark,BitMark (BTMK),Scrypt,PoW,0,27580000,N/A,N/A,0,N/A,N/A,73,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,0.0,0,0.0,0.0
