Id,Url,ImageUrl,ContentCreatedOn,Name,Symbol,CoinName,FullName,Algorithm,ProofType,FullyPremined,TotalCoinSupply,BuiltOn,SmartContractAddress,DecimalPlaces,PreMinedValue,TotalCoinsFreeFloat,SortOrder,Sponsored,Taxonomy,Rating,IsTrading,TotalCoinsMined,BlockNumber,NetHashesPerSecond,BlockReward,BlockTime
936356,/coins/based/overview,/media/37305412/based.png,1599121169,$BASED,$BASED,Based Money,Based Money ($BASED),N/A,N/A,0,100000,7605,0x68A118Ef45063051Eac49c7e647CE5Ace48a68a5,18,N/A,N/A,5731,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Arts, Entertainment and Recreation', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
936359,/coins/yffi/overview,/media/37305413/yffi.png,1599121626,YFFI,YFFI,yffi finance,yffi finance (YFFI),N/A,N/A,0,58125,7605,0xcee1d3c3a02267e37e6b373060f79d5d7b9e1669,18,N/A,N/A,5732,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,59985.3515625,0.0,0,0.0,0.0
935731,/coins/dot/overview,/media/37072130/dot.png,1593791455,DOT,DOT,Polkadot,Polkadot (DOT),N/A,N/A,0,1000000000,N/A,N/A,10,N/A,N/A,5535,False,"{'Access': 'Permissioned', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,1004901056.50847,0.0,0,0.0,0.0
936362,/coins/klv/overview,/media/37305416/klv.png,1599123732,KLV,KLV,Klever,Klever (KLV),N/A,N/A,0,3627553333.815152,310829,N/A,6,N/A,N/A,5733,False,"{'Access': 'Permissioned', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
936366,/coins/lyra/overview,/media/37305418/lyra.png,1599140300,LYRA,LYRA,Scrypta,Scrypta (LYRA),N/A,N/A,0,N/A,N/A,N/A,0,N/A,N/A,5735,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",False,,,,,
936368,/coins/statera/overview,/media/37305419/statera.png,1599140924,STATERA,STATERA,Statera,Statera (STATERA),N/A,N/A,0,0,7605,0xa7DE087329BFcda5639247F96140f9DAbe3DeED1,18,N/A,N/A,5736,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
936370,/coins/pearl/overview,/media/37305420/pearl.png,1599143234,PEARL,PEARL,Pearl Finance,Pearl Finance (PEARL),N/A,N/A,0,35000.000000000000000000,310829,N/A,18,N/A,N/A,5737,False,"{'Access': 'Permissioned', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
936372,/coins/tai/overview,/media/37305421/tai.png,1599143848,TAI,TAI,tBridge Token,tBridge Token (TAI),N/A,N/A,0,3500000.000000000000000000,310829,N/A,18,N/A,N/A,5738,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
936377,/coins/dexg/overview,/media/37305423/dexg.png,1599146541,DEXG,DEXG,Dextoken Governance,Dextoken Governance (DEXG),N/A,N/A,0,20000,7605,0xb81d70802a816b5dacba06d708b5acf19dcd436d,18,N/A,N/A,5740,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,30500.0,0.0,0,0.0,0.0
936218,/coins/yfii/overview,/media/37305342/yfii.png,1598369264,YFII,YFII,DFI.money,DFI.money (YFII),N/A,N/A,0,40000,7605,0xa1d0E215a23d7030842FC67cE582a6aFa3CCaB83,18,N/A,N/A,5683,False,"{'Access': 'Permissioned', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,39995.1171875,0.0,0,0.0,0.0
936379,/coins/yfis/overview,/media/37305424/yfis.png,1599147173,YFIS,YFIS,YFISCURITY,YFISCURITY (YFIS),N/A,N/A,0,70000,7605,0x86965a86539e2446f9e72634cefca7983cc21a81,18,N/A,N/A,5741,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",False,70000.0,0.0,0,0.0,0.0
936373,/coins/egld/overview,/media/35651026/erd.png,1599145053,EGLD,EGLD,Elrond,Elrond (EGLD),N/A,PoS,0,20000000,N/A,N/A,0,N/A,N/A,5739,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
931224,/coins/erd/overview,/media/35651026/erd.png,1562230803,ERD,ERD,Elrond,Elrond (ERD),N/A,N/A,0,20000000000,N/A,N/A,0,N/A,N/A,4443,False,"{'Access': 'Permissioned', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Professional, Scientific and Technical Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
936384,/coins/chain/overview,/media/37305427/chain.png,1599148687,CHAIN,CHAIN,Chain Games,Chain Games (CHAIN),N/A,N/A,0,500000000,7605,0xC4C2614E694cF534D407Ee49F8E44D125E4681c4,18,N/A,N/A,5742,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Arts, Entertainment and Recreation', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",False,499999998.3071,0.0,0,0.0,0.0
936387,/coins/oin/overview,/media/37305429/oin.png,1599207728,OIN,OIN,OIN Finance,OIN Finance (OIN),N/A,N/A,0,100000000,7605,0x9aeB50f542050172359A0e1a25a9933Bc8c01259,8,N/A,N/A,5743,False,"{'Access': 'Permissioned', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,100000000.0,0.0,0,0.0,0.0
936389,/coins/slink/overview,/media/37305430/slink.png,1599208270,SLINK,SLINK,Soft Link,Soft Link (SLINK),N/A,N/A,0,0,7605,0x10bae51262490b4f4af41e12ed52a0e744c1137a,9,N/A,N/A,5744,False,"{'Access': 'Permissioned', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,10683.070219147,0.0,0,0.0,0.0
936393,/coins/unifi/overview,/media/37305432/unifi.png,1599211904,UNIFI,UNIFI,Unifi,Unifi (UNIFI),N/A,N/A,0,88888888,7605,0x9E78b8274e1D6a76a0dBbf90418894DF27cBCEb5,18,N/A,N/A,5746,False,"{'Access': 'Permissioned', 'FCA': 'Utility,Asset', 'FINMA': 'Utility,Asset', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'Yes', 'CollateralizedAssetType': 'Stablecoin', 'CollateralType': 'Currency', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,55000000.0,0.0,0,0.0,0.0
936395,/coins/dacc2/overview,/media/37305433/dacc2.png,1599212489,DACC2,DACC2,DACC2,DACC2 (DACC2),N/A,N/A,0,60000000000.000000000000000000,310829,N/A,18,N/A,N/A,5747,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Blockchain-Specific Application', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",False,,,,,
936397,/coins/sofi/overview,/media/37305434/sofi.png,1599212755,SOFI,SOFI,Social Finance,Social Finance (SOFI),N/A,N/A,0,19000,7605,0xaea5e11e22e447fa9837738a0cd2848857748adf,18,N/A,N/A,5748,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",False,19000.0,0.0,0,0.0,0.0
936401,/coins/yfive/overview,/media/37305437/yfive.png,1599213250,YFIVE,YFIVE,YFIVE FINANCE,YFIVE FINANCE (YFIVE),N/A,N/A,0,33000,7605,0xd3E8695d2Bef061EAb38B5EF526c0f714108119C,18,N/A,N/A,5749,False,"{'Access': 'Permissioned', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",False,33000.0,0.0,0,0.0,0.0
936403,/coins/bast/overview,/media/37305438/bast.png,1599213747,BAST,BAST,Bast,Bast (BAST),N/A,N/A,0,10000,7605,0x47eb79217f42f92dbd741add1b1a6783a2c873cf,18,N/A,N/A,5750,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,10000.0,0.0,0,0.0,0.0
936404,/coins/yfie/overview,/media/37305424/yfis.png,1599214890,YFIE,YFIE,YFIEXCHANGE.FINANCE,YFIEXCHANGE.FINANCE (YFIE),N/A,N/A,0,50000,7605,0x8f57e8e38e61975a0433fa792542f453d8ed4d7d,18,N/A,N/A,5751,False,"{'Access': 'Permissioned', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,50000.0,0.0,0,0.0,0.0
936407,/coins/relvt/overview,,1599229151,RELVT,RELVT,Relevant,Relevant (RELVT),N/A,N/A,0,27777045,7605,0xb6c4267c4877bb0d6b1685cfd85b0fbe82f105ec,18,N/A,N/A,5752,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,27777044.6297438,0.0,0,0.0,0.0
925878,/coins/cusd/overview,/media/34835652/carbon.png,1539003292,CUSD,CUSD,Carbon,Carbon (CUSD),N/A,N/A,0,N/A,7605,0x1410d4ec3d276c0ebbf16ccbe88a4383ae734ed0,18,N/A,N/A,3397,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,1126.6879311,0.0,0,0.0,0.0
180013,/coins/oax/overview,/media/37305440/oax.png,1499906774,OAX,OAX,Oax,Oax (OAX),N/A,N/A,0,100000000,7605,0x701c244b988a513c945973defa05de933b23fe1d,18,N/A,N/A,1319,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,100000000.0,0.0,0,0.0,0.0
936410,/coins/optc/overview,/media/37305441/optc.png,1599231872,OPTC,OPTC,Open Predict Token,Open Predict Token (OPTC),N/A,N/A,0,9900000,7605,0x4FE5851C9af07df9e5AD8217aFAE1ea72737Ebda,18,N/A,N/A,5753,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,9900000.0,0.0,0,0.0,0.0
936412,/coins/inxp/overview,/media/37305442/inxp.png,1599232467,INXP,INXP,Insight Protocol,Insight Protocol (INXP),N/A,N/A,0,2000000000,7605,0x84fE25f3921f3426395c883707950d0c00367576,18,N/A,N/A,5754,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,2000000000.0,0.0,0,0.0,0.0
936414,/coins/hai/overview,/media/37305443/hai.png,1599233845,HAI,HAI, HackenAI, HackenAI (HAI),N/A,N/A,0,1000000000,N/A,N/A,8,N/A,N/A,5755,False,"{'Access': 'Permissioned', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
931668,/coins/luna/overview,/media/35651301/luna.png,1566817504,LUNA,LUNA,Terra,Terra (LUNA),N/A,PoS,0,1000000000,N/A,N/A,0,N/A,N/A,4485,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,287765804.0,0.0,0,0.0,0.0
935139,/coins/sdt/overview,/media/37305451/sdt.png,1591115606,SDT,SDT,TerraSDT,TerraSDT (SDT),N/A,Pos,0,0,N/A,N/A,0,N/A,N/A,5239,False,"{'Access': 'Permissioned', 'FCA': 'Utility,Asset', 'FINMA': 'Utility,Asset', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'Yes', 'CollateralizedAssetType': 'Stablecoin', 'CollateralType': 'Currency', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
933556,/coins/krt/overview,/media/37305452/krt.png,1580741052,KRT,KRT,TerraKRW,TerraKRW (KRT),N/A,N/A,0,76004882839,N/A,N/A,0,N/A,N/A,4829,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
936443,/coins/tln/overview,/media/37305465/tln.png,1599555636,TLN,TLN,Trustlines Network,Trustlines Network (TLN),N/A,N/A,0,67854582,7605,0x679131f591b4f369acb8cd8c51e68596806c3916,18,N/A,N/A,5757,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,65978741.8882587,0.0,0,0.0,0.0
894138,/coins/uct/overview,/media/33434210/uct.png,1527696999,UCT,UCT,Ubique Chain Of Things,Ubique Chain Of Things (UCT),N/A,N/A,0,1050000000,7605,0x3c4bEa627039F0B7e7d21E34bB9C9FE962977518,18,N/A,N/A,2779,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,1050000000.0,0.0,0,0.0,0.0
936449,/coins/karmad/overview,/media/37305468/karmad.png,1599646308,KARMAD,KARMAD,Karma DAO,Karma DAO (KARMAD),N/A,N/A,0,10000000,7605,0xdfe691F37b6264a90Ff507EB359C45d55037951C,18,N/A,N/A,5758,False,"{'Access': 'Permissioned', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,1e-07,0.0,0,0.0,0.0
936451,/coins/corn/overview,/media/37305469/corn.png,1599647111,CORN,CORN,CORN,CORN (CORN),N/A,N/A,0,11344.323115605232,310829,N/A,12,N/A,N/A,5759,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
936454,/coins/salmon/overview,/media/37305471/salmon.png,1599649527,SALMON,SALMON,Salmon,Salmon (SALMON),N/A,N/A,0,500000000.000000000000000000,310829,N/A,18,N/A,N/A,5760,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
936457,/coins/jfi/overview,/media/37305472/jfi.png,1599650634,JFI,JFI,JackPool.finance,JackPool.finance (JFI),N/A,N/A,0,17500.000000000000000000,310829,N/A,18,N/A,N/A,5761,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
936459,/coins/qoob/overview,/media/37305473/qoob.png,1599651712,QOOB,QOOB,QOOBER,QOOBER (QOOB),N/A,N/A,0,0,N/A,N/A,0,N/A,N/A,5762,False,"{'Access': 'Permissioned', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Professional, Scientific and Technical Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
936463,/coins/adel/overview,/media/37305475/adel.png,1599655649,ADEL,ADEL,Akropolis Delphi,Akropolis Delphi (ADEL),N/A,N/A,0,30000000,7605,0x94d863173ee77439e4292284ff13fad54b3ba182,18,N/A,N/A,5764,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,30000000.0,0.0,0,0.0,0.0
936465,/coins/math/overview,/media/37305476/math.png,1599656124,MATH,MATH,MATH,MATH (MATH),N/A,N/A,0,200000000,7605,0x08d967bb0134f2d07f7cfb6e246680c53927dd30,18,N/A,N/A,5765,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,200000000.0,0.0,0,0.0,0.0
936467,/coins/medico/overview,/media/37305477/medico.png,1599656788,MEDICO,MEDICO,Mediconnect,Mediconnect (MEDICO),N/A,N/A,0,500000000,24294,N/A,0,N/A,N/A,5766,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Professional, Scientific and Technical Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
936469,/coins/seedv/overview,/media/37305478/seedv.png,1599657432,SEEDV,SEEDV,Seed Venture,Seed Venture (SEEDV),N/A,N/A,0,300000000,7605,0xc969e16e63ff31ad4bcac3095c616644e6912d79,18,N/A,N/A,5767,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",False,300000000.0,0.0,0,0.0,0.0
936474,/coins/lgot/overview,/media/37305481/lgot.png,1599660361,LGOT,LGOT,LGO Token,LGO Token (LGOT),N/A,N/A,0,217845595,7605,0x0a50c93c762fdd6e56d86215c24aaad43ab629aa,8,N/A,N/A,5769,False,"{'Access': 'Permissioned', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,216957463.847729,0.0,0,0.0,0.0
936477,/coins/celousd/overview,/media/37305482/celod.png,1599661471,CELOUSD,CELOUSD,Celo Dollar,Celo Dollar (CELOUSD),N/A,N/A,0,0,N/A,N/A,0,N/A,N/A,5770,False,"{'Access': 'Permissioned', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'Yes', 'CollateralizedAssetType': 'Stablecoin', 'CollateralType': 'Currency', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
936479,/coins/xftc/overview,/media/37305483/xftc.png,1599661944,XFTC,XFTC,Offshift,Offshift (XFTC),N/A,N/A,0,10000000,7605,0xabe580e7ee158da464b51ee1a83ac0289622e6be,18,N/A,N/A,5771,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
890347,/coins/shr/overview,/media/33187889/shr.png,1527205542,SHR,SHR,ShareToken,ShareToken (SHR),N/A,N/A,0,6670000000,7605,N/A,0,N/A,N/A,2748,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
931605,/coins/tn/overview,/media/35651266/tn.png,1565778864,TN,TN,TurtleNetwork,TurtleNetwork (TN),N/A,PoS,0,100000000,N/A,N/A,8,N/A,N/A,4477,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
936492,/coins/sun/overview,/media/37305489/sun.png,1599815200,SUN,SUN,Sun Token,Sun Token (SUN),N/A,N/A,0,19900730.000000000000000000,310829,N/A,18,N/A,N/A,5772,False,"{'Access': 'Permissionless', 'FCA': 'Utility', 'FINMA': 'Utility', 'Industry': 'Financial and Insurance Activities', 'CollateralizedAsset': 'No', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
